Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM.1,OppO,OppD,AdjEM.2,Year,Seed
Troy,SB,11-17,-12.62,92.4,105,68.2,0.036,-0.78,101.2,102,3.59,2021,
Troy,SB,20-12,-1.59,98.7,100.3,67,0.082,-2.84,101.1,103.9,-4.27,2022,
Troy,SB,20-13,3.49,104.6,101.1,67.8,-0.02,-0.45,104.1,104.6,-0.12,2023,
Troy,SB,20-12,3.73,107.2,103.5,69.6,-0.052,-1.67,105.3,107,0.95,2024,
Troy,ASun,25-6,6.15,106.9,100.8,70.3,0.105,-5.2,99.3,104.5,-2.77,2003,14
Troy,ASun,24-7,7.82,113.5,105.7,68,0.017,-5,101.1,106.1,3.83,2004,
Tulane,CUSA,15-15,5.36,106.8,101.4,65.5,-0.064,3.03,102.4,99.4,-2.33,2003,
Tulane,CUSA,11-17,-6.21,97.8,104,66.8,0.009,1.41,103,101.6,-12.62,2004,
Tulane,CUSA,10-18,-8.56,98.9,107.5,67.7,0.019,1.85,102.9,101.1,-11.62,2005,
Tulane,CUSA,12-17,-4.93,94.7,99.6,65.9,0.008,-0.22,101.4,101.6,0.53,2006,
Tulane,CUSA,17-13,1.83,102.8,101,69.8,0.046,-0.23,102.7,102.9,-4.31,2007,
Tulane,CUSA,17-15,-0.13,102.1,102.2,63.5,0.074,1.68,104.3,102.6,-1.87,2008,
Tulane,CUSA,14-17,-0.78,98.6,99.4,64.6,-0.01,0.95,104.2,103.2,-4.57,2009,
Tulane,CUSA,8-22,-5.58,95.1,100.7,65.4,-0.07,1.61,103.5,101.9,-2.88,2010,
Tulane,CUSA,13-17,-2.34,102.4,104.7,64.7,-0.125,-0.91,102.6,103.5,-13.09,2011,
Tulane,CUSA,15-16,-2.7,97.9,100.6,64.7,-0.071,-2.91,100.5,103.4,-14.36,2012,
Tulane,CUSA,20-15,1.88,107.2,105.3,64.3,-0.052,-3.85,100,103.8,-9.66,2013,
Tulane,CUSA,17-17,-11.41,99.7,111.1,61.9,0.143,-3.78,102.1,105.9,-8.8,2014,
Tulane,Amer,15-16,-4.37,99.8,104.2,63,0.031,-1.34,102,103.4,-9.69,2015,
Tulane,Amer,12-22,-3.39,97.9,101.3,67.7,-0.01,3.26,106.6,103.3,-6.21,2016,
Tulane,Amer,6-25,-6.58,102.6,109.2,70.4,-0.075,3.43,105.1,101.6,-1.3,2017,
Tulane,Amer,14-17,0.04,106.9,106.9,69,-0.018,0.76,104.6,103.9,-6.27,2018,
Tulane,Amer,4-27,-9.99,97.3,107.3,69.7,-0.042,3.75,106,102.3,-3.76,2019,
Tulane,Amer,12-18,-1.15,101.9,103.1,68.7,-0.014,3.24,102.8,99.6,-5.36,2020,
Tulane,Amer,10-13,1.95,99.8,97.8,67.4,0.013,7.32,104.4,97.1,-14.54,2021,
Tulane,Amer,14-15,7.79,108.8,101,68,-0.067,4.65,104.2,99.6,-2,2022,
Tulane,Amer,20-11,6.23,109.9,103.7,73,0.076,1.58,105.2,103.6,-8.21,2023,
Tulane,Amer,14-17,2.82,110.8,108,72.6,-0.086,3.59,108,104.4,-3.22,2024,
Tulsa,WAC,23-10,13.04,107.9,94.9,67.4,-0.061,1.05,102.7,101.7,4.16,2003,13
Tulsa,WAC,9-20,0.16,102.2,102,67,-0.099,5.87,106.6,100.7,2.74,2004,
Tulsa,WAC,9-20,-1.1,99.5,100.6,69.5,-0.17,0.18,103.2,103,-2.13,2005,
Tulsa,CUSA,11-17,-5.05,94.2,99.2,64.4,0.014,-0.32,101.8,102.1,-1.77,2006,
Tulsa,CUSA,20-11,5.25,101.4,96.2,65.5,-0.02,-1.67,102,103.7,-7.95,2007,
Tulsa,CUSA,25-14,9.63,106.2,96.6,64.6,0.019,1.24,104.2,103,-8.17,2008,
Tulsa,CUSA,25-11,12.75,106.2,93.4,64.1,0.06,4.88,105.4,100.5,2.32,2009,4
Tulsa,CUSA,23-12,9.87,107.6,97.7,66,0.023,2.99,104.8,101.8,-1.56,2010,5
Tulsa,CUSA,19-13,6.92,107.1,100.2,65.7,0,2.45,104.9,102.4,1.44,2011,
Tulsa,CUSA,17-14,7.75,106.3,98.5,63.8,-0.074,2.32,103.7,101.4,1.71,2012,
Tulsa,CUSA,17-16,-0.87,99.5,100.3,66.3,0.052,0.77,103.5,102.7,0.12,2013,
Tulsa,CUSA,21-13,8.93,106.1,97.2,66.8,-0.023,0.57,104.9,104.3,2.81,2014,13
Tulsa,Amer,23-11,7.75,102.6,94.9,63.9,0.096,1.82,105.3,103.5,0.61,2015,2
Tulsa,Amer,20-12,11.5,111.2,99.7,68.4,-0.003,5.54,107,101.4,1.46,2016,11
Tulsa,Amer,15-17,1.44,104.3,102.9,68.2,0.055,4.59,105.8,101.2,2.08,2017,
Tulsa,Amer,19-12,6.02,108.3,102.3,67.3,0.029,0.68,105.5,104.8,-2.04,2018,
Tulsa,Amer,18-14,4.94,105.4,100.4,68.8,0.04,3.45,105.8,102.4,-2.97,2019,
Tulsa,Amer,21-10,9.65,103.2,93.6,65.8,0.076,3.19,103.5,100.3,-4.68,2020,
Tulsa,Amer,11-12,5.09,102.6,97.5,65.6,-0.024,8.99,105.6,96.7,-3.27,2021,
Tulsa,Amer,11-20,-0.27,103.6,103.9,66.5,-0.066,2.79,103.5,100.7,-6.08,2022,
Tulsa,Amer,5-25,-12.45,98.8,111.2,67.8,-0.046,3.48,106.3,102.8,-3.81,2023,
Tulsa,Amer,16-15,-2.2,103,105.2,70.4,0.001,-0.94,105.9,106.8,-10.22,2024,
UAB,CUSA,20-13,9.45,105.2,95.8,73.9,-0.008,3.89,103.8,99.9,-7,2003,
UAB,CUSA,22-10,13.63,108.1,94.5,70.7,0.019,5.34,105.8,100.4,1.6,2004,9
UAB,CUSA,22-11,12.51,109.2,96.7,71,-0.001,4.75,105.5,100.7,1.33,2005,11
UAB,CUSA,24-7,12.65,109.1,96.5,68.5,0.058,1.51,101.8,100.3,0.98,2006,9
UAB,CUSA,15-16,4.92,102.6,97.7,64,-0.042,3.2,105,101.8,4.65,2007,
UAB,CUSA,23-11,12.07,110.7,98.6,66.8,0.017,2.74,104.3,101.6,-1.59,2008,5
UAB,CUSA,22-12,13.73,109.4,95.7,66.4,-0.009,5.04,106.2,101.2,3.87,2009,7
UAB,CUSA,25-9,12.73,104.6,91.8,64.1,0.017,3.09,104,100.9,0.4,2010,2
UAB,CUSA,22-9,11.64,108.8,97.2,61.8,0.025,2.16,104.3,102.1,-2.02,2011,12
UAB,CUSA,15-16,3.89,101.2,97.3,61.1,0.02,4.69,105.8,101.1,3.25,2012,
UAB,CUSA,16-17,0.35,100.9,100.6,69.3,0.003,1.54,104,102.4,-1.05,2013,
UAB,CUSA,18-13,1.02,104.1,103.1,66.8,-0.009,-1.94,102.8,104.7,-3.02,2014,
UAB,CUSA,20-16,3.06,104.9,101.9,64.7,0.025,0.29,103.9,103.6,3.4,2015,14
UAB,CUSA,26-7,5.12,109.3,104.2,68.2,0.083,-4,103.2,107.2,-4.51,2016,7
UAB,CUSA,17-16,-2.52,103.9,106.4,66.1,-0.008,-2.45,103.6,106,0.08,2017,
UAB,CUSA,20-13,6.32,109.6,103.3,67.7,-0.047,-0.93,104.5,105.4,-6.96,2018,
UAB,CUSA,20-15,1.7,107.1,105.4,65.2,-0.021,-1.93,101.7,103.6,-5.23,2019,
UAB,CUSA,19-13,-1.32,100.8,102.1,65.7,0.048,-2.46,100.1,102.6,-5.65,2020,
UAB,CUSA,22-7,8.44,103.5,95,67,0.005,-1.59,100.1,101.7,-12.09,2021,
UAB,CUSA,27-8,13.67,112.4,98.8,68.9,-0.035,-0.77,102,102.8,-2.46,2022,12
UAB,CUSA,29-10,14.64,112.5,97.9,70.5,-0.021,1.82,105.7,103.9,-4.86,2023,
UAB,Amer,23-11,6.28,113.7,107.4,67.8,0.116,4.45,108.8,104.4,1.94,2024,12
UC Davis,ind,11-17,-10.18,101.6,111.8,64.1,0.013,-3.69,100.6,104.3,-2.28,2005,
UC Davis,ind,8-20,-12.64,98.6,111.2,62.5,-0.005,-2.22,102.8,105,-1.77,2006,
UC Davis,ind,5-23,-18.08,93.3,111.4,69.1,0.02,-2.85,103.2,106,-3.5,2007,
UC Davis,BW,9-22,-17.65,97.9,115.6,62.9,0.012,-2.92,101.9,104.8,-3.36,2008,
UC Davis,BW,13-19,-4.81,105.2,110,69.4,-0.056,-3.53,101.3,104.8,-5.62,2009,
UC Davis,BW,14-18,-5.77,101,106.7,66.4,-0.004,-2.74,100.3,103,-1.89,2010,
UC Davis,BW,10-20,-7.08,102.8,109.9,66.4,-0.094,-1.84,102.3,104.2,-0.44,2011,
UC Davis,BW,5-26,-18.82,94.6,113.4,64.8,-0.039,-2.4,102.2,104.7,-2.73,2012,
UC Davis,BW,14-17,-4.06,104.6,108.6,66.1,-0.008,-3.18,102.3,105.5,-3.37,2013,
UC Davis,BW,9-22,-15.16,101.3,116.4,64.8,0.035,-2.72,103.9,106.6,-4.98,2014,
UC Davis,BW,25-7,6.14,112.3,106.2,62.9,0.067,-2.3,103.3,105.6,-5.95,2015,7
UC Davis,BW,11-19,-6.64,93.9,100.5,65.9,-0.005,-1.27,103.4,104.7,-4.86,2016,
UC Davis,BW,23-13,-4.41,97.8,102.2,68.9,0.131,-5.31,100.8,106.1,-0.94,2017,16
UC Davis,BW,22-11,3.25,104.1,100.9,66.5,0.041,-1.05,103.7,104.8,4.12,2018,7
UC Davis,BW,11-20,-7.61,96.5,104.1,65.9,-0.043,-1.91,103.1,105,4.75,2019,
UC Davis,BW,14-18,-4.77,104.7,109.4,68,-0.024,-2.55,100.7,103.2,0.63,2020,
UC Davis,BW,10-8,-4.37,98,102.3,69.2,0.087,-1.01,101.7,102.7,-0.67,2021,
UC Davis,BW,13-11,-4.24,97.9,102.1,67.1,0.014,-6.01,99.6,105.7,-6.92,2022,
UC Davis,BW,18-14,0.71,104.4,103.7,70.4,-0.028,-2.46,102.7,105.2,-1.17,2023,
UC Davis,BW,20-13,-0.8,102.3,103.2,67.1,0.035,-2.21,105.2,107.5,-3.75,2024,
UC Irvine,BW,19-9,4.1,103.6,99.5,65.5,0.077,-2.03,100.8,102.9,2.39,2003,
UC Irvine,BW,11-17,-4.79,101.4,106.2,61.5,0.034,-0.32,103.4,103.7,1.88,2004,
UC Irvine,BW,16-13,-2.13,102.6,104.7,64.9,0.053,-2.3,101.5,103.8,-4.16,2005,
UC Irvine,BW,16-13,3.38,110,106.6,61.7,-0.025,-2.98,101.9,104.9,-2.01,2006,
UC Irvine,BW,15-18,-1.56,99.5,101,64.4,-0.029,-2.06,104.4,106.4,0.63,2007,
UC Irvine,BW,18-16,0.48,104.2,103.8,62.8,-0.028,-2.21,102.3,104.5,0.57,2008,
UC Irvine,BW,12-19,-4.39,104.1,108.5,62.7,-0.005,-1.69,102.5,104.2,-0.42,2009,
UC Irvine,BW,14-18,-8.52,101.1,109.6,63.4,0.016,-4.43,101.4,105.9,-5.84,2010,
UC Irvine,BW,13-19,-4.62,102.6,107.2,69.8,-0.048,-3.16,101.4,104.6,-4.04,2011,
UC Irvine,BW,12-20,-7.2,97.1,104.3,69.1,0.001,-1.26,103.3,104.5,1.88,2012,
UC Irvine,BW,21-16,1.86,101.1,99.2,65.2,0.018,-0.05,103.4,103.5,6.77,2013,
UC Irvine,BW,23-12,8.16,103.9,95.7,62.8,-0.02,-1.07,105.9,107,1.82,2014,8
UC Irvine,BW,21-13,7.09,106.3,99.2,63.4,-0.022,0.9,104.7,103.8,2.29,2015,13
UC Irvine,BW,28-10,9.1,106,96.9,67.5,0.093,1.62,105.5,103.9,3.88,2016,
UC Irvine,BW,21-15,1.86,101.8,100,66.5,-0.011,-3.29,102.4,105.7,6.93,2017,8
UC Irvine,BW,18-17,2.11,100.1,98,67,-0.025,1.08,105.6,104.5,8.99,2018,
UC Irvine,BW,31-6,9.16,107.4,98.2,65.3,0.11,-3.28,102.5,105.8,1.25,2019,13
UC Irvine,BW,18-9,7.88,101.3,93.4,67.4,0.031,3.13,103.6,100.5,6.68,2021,
UC Irvine,BW,15-10,3.13,99.4,96.3,65.2,-0.005,-0.24,102.1,102.4,6.25,2022,
UC Irvine,BW,23-12,6.21,106.8,100.6,69.6,-0.021,-0.92,103.1,104,2.85,2023,
UC Irvine,BW,24-9,10.35,109.4,99.1,68.4,-0.045,-0.29,105.9,106.2,5.98,2024,
UC Irvine 14*,BW,21-11,6.11,105.4,99.3,67.7,-0.064,-2.29,101.1,103.4,2.91,2020,
UC Riverside,BW,5-18,-10.94,98.8,109.8,67.5,0.023,0.75,102,101.3,10.55,2003,
UC Riverside,BW,11-17,-4.12,101.9,106,64.8,-0.007,-0.2,103.3,103.5,3.78,2004,
UC Riverside,BW,9-19,-10.48,93.8,104.3,64.7,0.01,-1.96,102.1,104.1,-4.51,2005,
UC Riverside,BW,5-23,-15.5,90.6,106.1,70.2,0.004,-1.31,103.3,104.6,-1.25,2006,
UC Riverside,BW,7-24,-15.84,93.9,109.7,66.2,-0.057,-3.35,102.6,106,-4.81,2007,
UC Riverside,BW,9-21,-13.65,93.7,107.3,61.8,0.023,-1.52,102.7,104.3,1.41,2008,
UC Riverside,BW,17-13,-4.68,97.5,102.2,59.9,0.096,-3.28,102.3,105.6,-4.69,2009,
UC Riverside,BW,12-17,-6.38,98.2,104.5,60.9,-0.039,-2.46,101.1,103.6,-0.71,2010,
UC Riverside,BW,12-19,-9.36,97.8,107.2,64.8,0.062,-1,103.5,104.5,0.76,2011,
UC Riverside,BW,14-17,-10,90.5,100.5,62.6,0.12,-2.14,102.8,104.9,0.5,2012,
UC Riverside,BW,6-25,-14.57,89.2,103.8,61.8,-0.071,-1.92,103.6,105.5,-1.31,2013,
UC Riverside,BW,10-21,-9,98.7,107.7,65.8,-0.049,-3.15,103.2,106.4,-5.99,2014,
UC Riverside,BW,14-17,-4.22,98.5,102.8,65.3,0.013,-0.71,104.4,105.1,-3.48,2015,
UC Riverside,BW,14-19,-5.94,100.1,106.1,67,-0.026,-2.82,103.1,105.9,-7.27,2016,
UC Riverside,BW,8-21,-13.63,92.3,105.9,67.9,-0.055,-4.78,101.4,106.2,1.84,2017,
UC Riverside,BW,9-22,-9.17,94.5,103.7,68.3,-0.067,-1.31,103.8,105.1,1.76,2018,
UC Riverside,BW,10-23,-15.09,98.3,113.4,63.3,-0.023,-3.55,102.2,105.8,-2.25,2019,
UC Riverside,BW,17-15,-3.97,95.8,99.8,63.2,-0.029,-4.74,100.5,105.2,-3.9,2020,
UC Riverside,BW,14-8,8.03,103.6,95.6,66.7,-0.066,0.84,102.6,101.8,0.78,2021,
UC Riverside,BW,16-12,-0.58,100.3,100.9,65.3,0.004,-2.74,99.9,102.6,2.89,2022,
UC Riverside,BW,22-12,2.22,107.4,105.2,66.7,0.097,-0.34,103.9,104.3,3.98,2023,
UC Riverside,BW,16-18,-4.01,104.8,108.8,67,0.021,-0.23,105.3,105.5,3.77,2024,
UC San Diego,BW,7-10,-6.29,101.7,108,69.7,0.023,6.01,104,98,6.01,2021,
UC San Diego,BW,13-16,-8,101.6,109.6,67.9,0.006,-4.2,99.3,103.5,-4.2,2022,
UC San Diego,BW,10-20,-9.03,101.6,110.6,65.9,0.03,-0.75,103.9,104.6,0.72,2023,
UC San Diego,BW,21-11,4.53,111.9,107.3,65.3,-0.01,-1.92,104.2,106.2,-0.74,2024,
UC Santa Barbara,BW,18-14,6.46,104.2,97.7,61.4,-0.08,-0.9,102.1,103,3.39,2003,
UC Santa Barbara,BW,16-12,3.45,101.9,98.5,63.1,-0.034,-1.3,103.6,104.9,1.67,2004,
UC Santa Barbara,BW,11-18,-5.18,96.4,101.6,60.8,-0.01,-0.19,103.1,103.3,2.27,2005,
UC Santa Barbara,BW,15-14,-1.05,102.2,103.3,62,-0.016,-2.41,102.4,104.8,0.87,2006,
UC Santa Barbara,BW,18-11,0.7,105.2,104.5,63.5,0.017,-4.3,102,106.3,-4.24,2007,
UC Santa Barbara,BW,23-9,4.93,102.3,97.3,65.2,0.062,-3.76,102.4,106.1,-3.52,2008,7
UC Santa Barbara,BW,16-15,-0.09,99.8,99.9,65,-0.006,-1.37,103,104.4,0.9,2009,
UC Santa Barbara,BW,20-10,2.11,100,97.9,66.3,0.125,-1,102.8,103.8,3.46,2010,15
UC Santa Barbara,BW,18-14,3.15,103.7,100.5,64.1,0.002,0.29,104.1,103.9,6.12,2011,15
UC Santa Barbara,BW,20-11,6.37,111.1,104.7,63.6,-0.009,-1.45,102.8,104.3,6.04,2012,
UC Santa Barbara,BW,11-20,-4.8,98.5,103.3,62.5,-0.04,1.14,104.2,103.1,10.04,2013,
UC Santa Barbara,BW,21-9,6.25,110.6,104.4,62.1,0.056,-0.35,104.8,105.2,5.07,2014,
UC Santa Barbara,BW,19-14,6,109.3,103.3,62.6,-0.034,1.58,104.6,103.1,5,2015,
UC Santa Barbara,BW,19-14,6.83,106.3,99.5,66.9,-0.006,3.12,105.7,102.6,8.5,2016,
UC Santa Barbara,BW,6-22,-17.84,91.3,109.2,64.1,0.009,-2.9,102.4,105.3,6.96,2017,
UC Santa Barbara,BW,23-9,4.27,111.4,107.1,66.7,0.034,-3.86,101.8,105.7,-0.86,2018,
UC Santa Barbara,BW,22-10,-0.86,105.3,106.1,64.7,0.035,-7.31,101.4,108.7,-7.68,2019,
UC Santa Barbara,BW,21-10,0.76,106.1,105.3,64.5,0.022,-4.63,100,104.7,-2.9,2020,
UC Santa Barbara,BW,22-5,13.63,109.9,96.2,65.6,0.03,1.8,102.8,101,4.03,2021,12
UC Santa Barbara,BW,17-11,3.1,105.1,102,65.6,-0.084,-5.62,99.2,104.8,-10.82,2022,
UC Santa Barbara,BW,27-8,5.68,110.3,104.6,64.7,0.072,-2.53,102.7,105.2,-3.31,2023,14
UC Santa Barbara,BW,16-15,-3.34,106.3,109.7,67.2,-0.014,-2.43,103.8,106.2,-4.33,2024,
UCF,ASun,20-11,3.18,102.9,99.7,65.4,-0.032,-5.67,99.7,105.3,-4.35,2003,
UCF,ASun,25-6,5.91,103.3,97.4,62.6,0.087,-5.87,101.4,107.2,-3.79,2004,14
UCF,ASun,24-9,-2.56,105,107.6,60.1,0.067,-8.61,99,107.7,-4.62,2005,15
UCF,CUSA,14-15,-2.74,99.9,102.6,62,-0.027,-3.23,100.1,103.3,-7.62,2006,
UCF,CUSA,22-9,5.54,109.5,104,63.6,-0.003,-3.89,101.1,105,-10.96,2007,
UCF,CUSA,16-15,7.11,109.1,102,64.1,-0.106,1.2,103.8,102.6,-0.15,2008,
UCF,CUSA,17-14,2.32,105.9,103.6,65.9,0.022,1.06,104.5,103.4,-3.01,2009,
UCF,CUSA,15-17,0.33,102.6,102.3,63.4,0.009,2.52,104.5,102,-1.43,2010,
UCF,CUSA,21-12,5.87,105.7,99.9,64.2,0.012,0.68,103.9,103.2,-5.63,2011,
UCF,CUSA,22-11,7.11,106.5,99.4,63.1,0.096,3.06,103.9,100.9,-4.44,2012,6
UCF,CUSA,20-11,3.39,106.8,103.5,64.5,0.05,-0.56,101.8,102.4,-5,2013,
UCF,Amer,13-18,1.05,107.1,106.1,66.3,-0.047,5.55,107.4,101.9,-8.88,2014,
UCF,Amer,12-18,-9.58,102.7,112.3,64,0.075,-1.27,102.7,104,-9.44,2015,
UCF,Amer,12-18,-1.89,102.1,104,67.9,-0.019,1.92,105.1,103.2,-5.52,2016,
UCF,Amer,24-12,10.91,104.2,93.3,66,0.022,2.82,105.4,102.6,-6.71,2017,4
UCF,Amer,19-13,5.62,98.9,93.2,64.5,0.062,2.52,106.5,104,-2.5,2018,
UCF,Amer,24-9,16.51,112.1,95.6,65,0.011,4.99,105.9,100.9,-3.71,2019,9
UCF,Amer,16-14,4.88,103.5,98.6,67.8,0.002,3.18,103.3,100.1,-3.56,2020,
UCF,Amer,11-12,8.54,106.5,97.9,67.2,0.053,12.76,107.1,94.3,24.7,2021,
UCF,Amer,18-12,6.27,106.6,100.3,67.4,0.054,3.68,103.4,99.7,-3.64,2022,
UCF,Amer,19-15,13.21,109,95.8,64.7,-0.11,4.64,107.3,102.7,-0.58,2023,
UCF,B12,17-15,12.84,107.7,94.8,68.3,-0.062,9.72,111.2,101.5,-5.84,2024,
UCLA,P10,10-19,5.46,107.2,101.7,69.3,-0.065,9.15,107,97.8,4.89,2003,
UCLA,P10,11-17,1.24,102.7,101.4,63.2,0.017,5.71,106.9,101.2,2.42,2004,
UCLA,P10,18-11,10.74,107.8,97.1,69.2,0.036,6.73,106.7,100,-0.43,2005,11
UCLA,P10,32-7,23.4,112.7,89.3,61.6,0.02,8.3,107.4,99.1,1.6,2006,2
UCLA,P10,30-6,27.15,115.4,88.3,63.7,0.019,11.08,111,99.9,5.93,2007,2
UCLA,P10,35-4,29.94,118,88.1,64.1,0.047,10.03,109.3,99.3,-1.63,2008,1
UCLA,P10,26-9,23.93,119.5,95.6,65.3,-0.03,8.42,107.6,99.1,-3.43,2009,6
UCLA,P10,14-18,5.48,106.4,100.9,64.3,-0.016,7.01,106.5,99.4,1.15,2010,
UCLA,P10,23-11,13.57,108.7,95.1,65.5,0.033,6.92,107.3,100.4,0.26,2011,7
UCLA,P12,19-14,11.85,108.8,96.9,64.7,-0.074,3.96,104.1,100.2,-0.61,2012,
UCLA,P12,25-10,14.53,111.1,96.6,68.1,0.068,8.06,105.9,97.9,0.43,2013,6
UCLA,P12,28-9,22.53,118.7,96.1,68.4,-0.019,7.63,109.1,101.5,-3.26,2014,4
UCLA,P12,22-14,14.65,112.9,98.2,65.8,0.032,8.4,107.9,99.5,2.63,2015,11
UCLA,P12,15-17,10.75,112.6,101.9,69.5,-0.056,9.61,110.5,100.9,4.6,2016,
UCLA,P12,31-5,23.63,124,100.4,72.6,0.021,5.17,108,102.8,-4.66,2017,3
UCLA,P12,21-12,13.52,115,101.4,70.3,-0.027,6.42,108.1,101.7,2.93,2018,11
UCLA,P12,17-16,6.34,109,102.7,72.5,0.007,5.61,107.8,102.2,3.6,2019,
UCLA,P12,22-10,22.43,116.9,94.5,63.8,0.028,17.38,111.3,93.9,9.87,2021,11
UCLA,P12,27-8,24.26,115.9,91.7,65.2,-0.029,8.5,107.2,98.7,3.67,2022,4
UCLA,P12,31-6,27.29,115.2,88,66.1,-0.009,8.7,109.2,100.5,0.15,2023,2
UCLA,P12,16-17,7.71,107.2,99.5,63,-0.028,8.89,110.4,101.5,0.76,2024,
UCLA 11*,P12,19-12,9.92,109.3,99.4,64.9,0.047,7.16,105.5,98.3,-0.73,2020,
MA Lowell,AE,10-18,-16.04,95.3,111.4,62.7,0.063,-4.17,101.7,105.9,4.91,2014,
MA Lowell,AE,12-17,-12.46,94.1,106.6,63.7,0.077,-3.09,101.8,104.9,2.94,2015,
MA Lowell,AE,11-18,-14.99,100.6,115.6,73.2,0.1,-6.24,101.5,107.7,-2.74,2016,
MA Lowell,AE,11-20,-11.5,104.3,115.8,71.8,-0.036,-6.6,101,107.6,-6.75,2017,
MA Lowell,AE,12-18,-11,103.6,114.6,71.6,0.002,-6.84,100.8,107.6,-9.71,2018,
MA Lowell,AE,15-17,-7.86,104.5,112.4,69.8,-0.026,-6.57,100.1,106.7,-4.46,2019,
MA Lowell,AE,13-19,-9.15,104.4,113.6,70.3,-0.036,-6.19,97.8,104,-5.29,2020,
MA Lowell,AE,11-12,-6.29,99.8,106.1,69,0.055,-1.81,100.3,102.1,12.68,2021,
MA Lowell,AE,15-16,-6.7,96.2,102.9,67.5,-0.063,-7.13,100,107.1,-2.22,2022,
MA Lowell,AE,26-8,3.04,107.7,104.7,68.7,0.011,-10.03,98.7,108.7,-12.18,2023,
MA Lowell,AE,22-10,1.43,106.2,104.8,70,-0.004,-4.03,102.2,106.2,-2.95,2024,
UMBC,NEC,7-20,-16.78,90,106.8,64.9,-0.057,-8.78,98,106.8,-1.84,2003,
UMBC,AE,7-21,-12.88,94.1,107,63,-0.13,-7.34,98,105.3,-1.98,2004,
UMBC,AE,11-18,-13.48,94.2,107.7,63.7,0.065,-5.4,98.8,104.2,-13.15,2005,
UMBC,AE,10-19,-9.49,101.1,110.6,65,-0.04,-5.32,100,105.3,-0.46,2006,
UMBC,AE,12-19,-10.81,99.5,110.3,61.6,0.016,-4.15,101.4,105.6,-0.71,2007,
UMBC,AE,24-9,3.86,113.2,109.3,63.7,0.057,-4.31,100.7,105,2.68,2008,15
UMBC,AE,15-17,-8.56,101.9,110.5,63.6,0.092,-3.24,100.6,103.8,-0.89,2009,
UMBC,AE,4-26,-19.27,95.5,114.7,66.2,-0.071,-5.75,98.9,104.7,-5.15,2010,
UMBC,AE,5-25,-22.38,96,118.3,66.9,0.026,-4.32,100.9,105.2,0.86,2011,
UMBC,AE,4-26,-23.39,91.4,114.8,67.9,-0.029,-6.12,99.4,105.5,-2.37,2012,
UMBC,AE,8-23,-13.9,95.7,109.6,65.9,-0.01,-2.96,99.9,102.9,-1.54,2013,
UMBC,AE,9-21,-16.07,92.6,108.7,66.6,-0.003,-6.55,100.7,107.2,-2.57,2014,
UMBC,AE,4-26,-20.68,89.2,109.9,64.2,-0.037,-5.09,100.3,105.4,-3.66,2015,
UMBC,AE,7-25,-17.79,99.9,117.7,69.5,-0.039,-6.76,101.3,108,-6.23,2016,
UMBC,AE,21-13,-2.97,107.9,110.9,71,0.029,-6.24,101.3,107.5,-3.41,2017,
UMBC,AE,25-11,0.5,103.1,102.6,68.4,0.125,-4.38,102.7,107.1,-3.55,2018,16
UMBC,AE,21-13,-5.75,96.2,102,65,0.078,-7.09,100.2,107.3,-4.48,2019,
UMBC,AE,16-17,-7.93,97.8,105.7,66.8,0.011,-4.23,99.7,104,-0.17,2020,
UMBC,AE,14-6,-0.15,100.6,100.8,67.5,-0.013,-4.6,98.8,103.4,-3.4,2021,
UMBC,AE,18-14,-6.01,103.8,109.8,68.3,0.044,-7.19,99.8,107,-2.66,2022,
UMBC,AE,18-14,-6.63,105.4,112,67.6,0.028,-8.27,100.5,108.8,-8.29,2023,
UMBC,AE,11-21,-8.23,105.1,113.3,73,-0.079,-4.62,102,106.6,-6.94,2024,
Missouri KC,MCon,9-20,-11.32,101.8,113.1,64.7,0.005,-2.89,100.9,103.8,0.59,2003,
Missouri KC,MCon,15-14,0.72,105.7,105,65.8,-0.069,-4.24,102,106.3,-4.53,2004,
Missouri KC,MCon,16-12,-1.68,106,107.7,66.9,0.03,-2.87,103.5,106.4,1.48,2005,
Missouri KC,MCon,14-14,-11.28,102.1,113.4,65.6,0.119,-6.2,101.2,107.4,-2.81,2006,
Missouri KC,MCon,12-20,-5.66,107.3,112.9,66,-0.015,-1.28,104.1,105.4,0.59,2007,
Missouri KC,Sum,11-21,-8.72,100,108.7,65.9,0.011,-0.81,104.4,105.2,0.84,2008,
Missouri KC,Sum,7-24,-10.9,99.4,110.4,65.5,-0.003,-0.14,104,104.2,2.12,2009,
Missouri KC,Sum,12-18,-13.67,98.2,111.9,64.9,0.042,-6.2,99.4,105.6,-5.3,2010,
Missouri KC,Sum,16-14,-9.79,101.9,111.6,63.8,0.114,-4.96,102.7,107.7,-9.93,2011,
Missouri KC,Sum,10-21,-10.48,99.8,110.3,62.7,-0.021,-2.6,103.5,106.1,-4.18,2012,
Missouri KC,Sum,8-24,-15.39,93.7,109.1,63.1,-0.022,-3.02,102.4,105.4,-0.4,2013,
Missouri KC,WAC,10-20,-8.94,98.4,107.4,68.3,0.017,-2.53,104.4,106.9,3.16,2014,
Missouri KC,WAC,14-19,-9.74,98.2,107.9,63.5,-0.014,-5.72,101.6,107.3,-0.07,2015,
Missouri KC,WAC,12-19,-7.48,103.2,110.7,66.4,-0.054,-1.92,103.2,105.1,5.07,2016,
