Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM.1,OppO,OppD,AdjEM.2,Year,Seed
Missouri KC,WAC,18-17,-4.42,103,107.4,70.7,0.065,-1.63,103.5,105.1,0.61,2017,
Missouri KC,WAC,10-22,-10.32,98.2,108.5,69.3,-0.009,-0.19,104.8,105,1.93,2018,
Missouri KC,WAC,11-21,-6.45,101.1,107.6,66.3,-0.052,-0.17,105.1,105.3,1.22,2019,
Missouri KC,WAC,16-14,-6.09,97.5,103.6,64.9,0.048,-3.7,101.8,105.5,2.57,2020,
Missouri KC,Sum,11-13,-3.99,96.2,100.2,62.5,-0.074,1.37,104.6,103.2,11.29,2021,
Missouri KC,Sum,19-12,-3.55,100,103.5,67.4,0.058,-5.04,103.2,108.2,0.78,2022,
Missouri KC,Sum,11-21,-12.15,95.9,108.1,63.7,-0.013,-3.92,104.4,108.3,1.44,2023,
Missouri KC,Sum,16-16,-3.87,101.4,105.2,66.5,-0.029,-3.29,105.5,108.8,0.38,2024,
UNC Asheville,BSth,14-17,-12.35,101.2,113.5,68,0.119,-6.45,98.3,104.7,11.61,2003,16
UNC Asheville,BSth,9-20,-17.15,93.4,110.6,65.1,0.027,-3.58,100.4,104,9.62,2004,
UNC Asheville,BSth,11-17,-10.12,101,111.2,68.6,-0.009,-4.54,100,104.5,11.07,2005,
UNC Asheville,BSth,9-19,-14.03,97,111.1,67.5,0.06,-1.28,103.7,105,10.17,2006,
UNC Asheville,BSth,12-19,-8.93,96.9,105.9,68,-0.018,-1.75,104.6,106.3,4.97,2007,
UNC Asheville,BSth,23-10,-1.21,107.2,108.4,64.4,0.1,-5.78,101.1,106.9,-1.34,2008,8
UNC Asheville,BSth,15-16,-8.64,102.1,110.7,67.7,0.065,-3.5,101.1,104.6,13.06,2009,
UNC Asheville,BSth,15-16,-11.43,97.2,108.7,70.8,0.068,-7.14,98.1,105.2,8.72,2010,
UNC Asheville,BSth,20-14,1.91,101.9,100,67.4,-0.011,-3.97,101.1,105.1,7.07,2011,16
UNC Asheville,BSth,24-10,5.5,110.4,104.9,68.2,-0.001,-4.12,101.8,105.9,7.91,2012,16
UNC Asheville,BSth,16-16,-3.25,101.5,104.7,67.9,-0.076,-4.68,100.7,105.4,5.53,2013,
UNC Asheville,BSth,17-15,-5.75,106.7,112.5,69,0.026,-5.7,103.1,108.8,3,2014,
UNC Asheville,BSth,15-16,-6.14,102.4,108.6,67.8,-0.024,-4.43,102.8,107.2,1.11,2015,
UNC Asheville,BSth,22-12,3.44,103.6,100.1,70.1,-0.008,-4.12,103.4,107.5,2.64,2016,15
UNC Asheville,BSth,23-10,4.85,107.4,102.5,68.3,0.012,-4.96,102,107,6.43,2017,
UNC Asheville,BSth,21-13,-1.91,105.7,107.6,69.4,0.095,-3.36,103.3,106.7,5.59,2018,8
UNC Asheville,BSth,4-27,-23.64,93.3,117,61.9,-0.032,-0.79,105.2,106,4.41,2019,
UNC Asheville,BSth,15-16,-11.61,98.7,110.3,71,0.017,-9.29,99.5,108.8,-3.42,2020,
UNC Asheville,BSth,10-10,-7.13,100.6,107.8,68.2,-0.008,-5.46,99.4,104.9,-4.57,2021,
UNC Asheville,BSth,17-15,-2.97,102.3,105.3,66.8,-0.036,-5.35,100.3,105.6,-0.46,2022,
UNC Asheville,BSth,27-8,1.22,104,102.7,68.3,0.18,-4.62,102.7,107.3,-0.7,2023,15
UNC Asheville,BSth,22-12,-0.07,107.5,107.5,68.1,0.083,-1.03,106.4,107.4,3.54,2024,
UNC Greensboro,SC,6-22,-9.03,97.7,106.8,67.5,-0.118,-3.04,100.8,103.9,2.21,2003,
UNC Greensboro,SC,11-17,-6.52,102.2,108.7,67,-0.036,-3.08,101.4,104.4,0.08,2004,
UNC Greensboro,SC,18-12,-4.89,98.1,103,69.8,0.14,-3.19,100.5,103.7,5.78,2005,
UNC Greensboro,SC,12-19,-10.86,99.5,110.3,65.6,0.004,-4.06,101,105.1,0.88,2006,
UNC Greensboro,SC,16-14,-1.21,102.4,103.6,66.6,0.005,-3.52,102.1,105.6,-3.15,2007,
UNC Greensboro,SC,19-12,6.96,108.1,101.2,64.6,0.014,0.04,104.1,104.1,3.59,2008,
UNC Greensboro,SC,5-25,-18.85,93.5,112.3,64.9,-0.028,-3.24,102.7,106,4.24,2009,
UNC Greensboro,SC,8-23,-8.61,96.2,104.8,66.6,-0.03,1.18,103.1,101.9,9.81,2010,
UNC Greensboro,SC,7-24,-10.86,99.6,110.4,69.5,-0.031,-0.32,103.7,104.1,10.16,2011,
UNC Greensboro,SC,13-19,-10.28,97.5,107.7,71.2,0.093,-2.32,101.9,104.2,11.15,2012,
UNC Greensboro,SC,9-22,-11.64,97.1,108.8,70.5,-0.151,-7.11,99.4,106.5,0.23,2013,
UNC Greensboro,SC,14-18,-15,93.9,108.9,68.8,0.068,-7.5,101.8,109.3,-1.74,2014,
UNC Greensboro,SC,11-22,-9.7,99.8,109.5,65.7,-0.125,-5.47,103,108.5,-2.42,2015,
UNC Greensboro,SC,15-19,-5.27,102.2,107.5,67.7,-0.017,-2.45,105.1,107.5,2.41,2016,
UNC Greensboro,SC,25-10,3.19,107.7,104.5,66.9,0.11,-1.56,104.9,106.4,-1.63,2017,8
UNC Greensboro,SC,27-8,9.22,104.9,95.7,65.2,-0.024,-4.57,103.7,108.2,-3.46,2018,13
UNC Greensboro,SC,29-7,7.63,106.4,98.8,67.8,0.167,-0.37,105.7,106,-3.22,2019,1
UNC Greensboro,SC,23-9,8.12,103.7,95.5,67.8,-0.009,-1.77,102.2,104,-1.46,2020,
UNC Greensboro,SC,21-9,7.79,103.6,95.8,68,0.003,1.48,103.8,102.3,-2.78,2021,13
UNC Greensboro,SC,17-15,-0.66,100.5,101.2,62.2,0.037,-1.42,104.4,105.8,-3.24,2022,
UNC Greensboro,SC,20-12,4.98,103.2,98.3,65.8,-0.044,-2.57,105.2,107.8,2.96,2023,
UNC Greensboro,SC,21-11,1.71,109.2,107.5,64.7,0.07,-0.63,106.2,106.8,-0.32,2024,
UNC Wilmington,CAA,24-7,14.62,109.5,94.9,64.1,-0.031,-2.47,99.2,101.7,-0.81,2003,11
UNC Wilmington,CAA,15-15,3.66,98.7,95,59.8,-0.064,0.29,103.3,103,2.5,2004,
UNC Wilmington,CAA,19-10,0.39,100,99.6,62.7,0.076,-3.3,101.5,104.8,-5.06,2005,
UNC Wilmington,CAA,25-8,14.77,107.2,92.4,62.6,-0.006,1.59,103.6,102,0.11,2006,9
UNC Wilmington,CAA,7-22,-6.96,99.5,106.5,65.6,-0.044,2.16,105.9,103.7,4.7,2007,
UNC Wilmington,CAA,20-13,0.35,108.2,107.9,66.5,0.06,-2.79,101.4,104.2,-5.62,2008,
UNC Wilmington,CAA,7-25,-14.59,99.1,113.7,70.6,0.03,0.63,103.2,102.6,-0.08,2009,
UNC Wilmington,CAA,9-22,-4.02,98.6,102.6,67.8,-0.06,2.65,104.4,101.7,4.35,2010,
UNC Wilmington,CAA,13-18,-3.82,102,105.9,61.8,0.002,-1.09,103.4,104.5,-5.44,2011,
UNC Wilmington,CAA,10-21,-6.33,100.3,106.7,65.8,0.01,1.16,103.4,102.3,2.31,2012,
UNC Wilmington,CAA,10-20,-11.83,97.1,108.9,65.3,0.022,-2.5,101.6,104.1,0.37,2013,
UNC Wilmington,CAA,9-23,-9.67,96,105.7,62.2,-0.043,0.03,106.1,106.1,3.52,2014,
UNC Wilmington,CAA,18-14,-0.9,101.5,102.4,67.5,0.059,-1.54,104.1,105.7,2.03,2015,
UNC Wilmington,CAA,25-8,9.21,110.7,101.5,70.3,0.033,0.85,105.7,104.9,-3.9,2016,13
UNC Wilmington,CAA,29-6,12.46,118,105.5,70.3,0.039,0.4,105.1,104.7,2.17,2017,12
UNC Wilmington,CAA,11-21,-7.43,104.3,111.7,72,-0.023,-0.32,106.6,106.9,2.87,2018,
UNC Wilmington,CAA,10-23,-9.31,105.4,114.7,69.3,-0.034,-2.17,105.4,107.6,1.74,2019,
UNC Wilmington,CAA,10-22,-12.4,92.1,104.5,68.5,0.019,-1.37,103.2,104.5,1.96,2020,
UNC Wilmington,CAA,7-10,-7.42,102.1,109.5,69,-0.122,-4.61,100.1,104.7,-2.07,2021,
UNC Wilmington,CAA,27-9,2.04,105.1,103.1,65.5,0.155,-2.36,102.3,104.7,-5.48,2022,
UNC Wilmington,CAA,24-10,1.13,102.3,101.2,65.2,0.133,-3.46,102.9,106.4,3.98,2023,
UNC Wilmington,CAA,21-10,4.83,113.3,108.5,65.2,0.02,-0.27,106.4,106.7,5.97,2024,
UNLV,MWC,21-11,9.84,108.1,98.2,70.3,0.022,3.16,104.6,101.4,0.2,2003,
UNLV,MWC,18-13,9.35,110.3,100.9,69.1,-0.009,5.18,106.2,101,0.12,2004,
UNLV,MWC,17-14,7.04,107.3,100.2,69.1,0.03,6.03,106.8,100.8,3.02,2005,
UNLV,MWC,17-13,8.57,105.3,96.8,66.5,-0.031,3.83,104.9,101.1,2.31,2006,
UNLV,MWC,30-7,16.83,112.6,95.8,65.2,0.098,5.61,109.1,103.5,2.29,2007,7
UNLV,MWC,27-8,13.71,110.2,96.5,63.9,0.081,3.1,104.3,101.2,-0.86,2008,8
UNLV,MWC,21-11,11.29,106.9,95.6,65.1,0.01,4.73,105.5,100.8,-1.3,2009,5
UNLV,MWC,25-9,16.56,110.6,94,66.3,-0.013,4.08,104.8,100.7,0.67,2010,8
UNLV,MWC,24-9,17.75,110.6,92.9,66.4,0.003,5.99,106.2,100.2,1.85,2011,8
UNLV,MWC,26-9,14.97,109.2,94.2,68.7,0.006,3.54,104.5,100.9,-0.24,2012,6
UNLV,MWC,25-10,16.07,106,90,67.9,-0.015,6.23,106.1,99.9,-0.28,2013,5
UNLV,MWC,20-13,9.15,108.2,99,65.2,-0.048,0.46,105.5,105,-7.31,2014,
UNLV,MWC,18-15,6.13,107.9,101.7,65.1,-0.029,2.73,104.5,101.8,6.77,2015,
UNLV,MWC,18-15,5.09,103.4,98.3,73,-0.044,2.51,106.2,103.7,3.62,2016,
UNLV,MWC,11-21,-7.01,98.3,105.3,68.4,-0.007,0.96,105.2,104.3,-3.98,2017,
UNLV,MWC,20-13,6.44,111.4,104.9,72.3,-0.012,0.86,106,105.1,-5.02,2018,
UNLV,MWC,17-14,-0.29,106.1,106.4,67.5,0.014,-2.28,103.1,105.4,-3.42,2019,
UNLV,MWC,17-15,7.28,107.9,100.6,67,-0.019,3.75,104.6,100.9,1.02,2020,
UNLV,MWC,12-15,-0.66,103.7,104.4,66.1,-0.037,5.3,104.3,99,13.13,2021,
UNLV,MWC,18-14,8.79,107.5,98.7,66.2,-0.02,4.22,104.1,99.9,1.18,2022,
UNLV,MWC,19-13,7.38,107.1,99.7,69.3,0.014,4.5,107.1,102.6,-3.21,2023,
UNLV,MWC,19-12,10.89,112.3,101.4,64.9,0,7.48,110.4,103,3.77,2024,
USC,P10,13-17,6.74,105.2,98.4,73.3,-0.055,7.38,106.6,99.2,0.12,2003,
USC,P10,13-15,2.32,104.6,102.3,70.3,0.086,6.21,107.9,101.6,3.17,2004,
USC,P10,12-17,4.57,107.7,103.2,70.3,-0.018,7.11,106.4,99.3,1.44,2005,
USC,P10,17-13,6.74,105,98.3,66.6,0.02,5.63,105.1,99.4,-6.85,2006,
USC,P10,25-12,16.86,111,94.2,67.1,0.016,8.26,108.3,100,-6.62,2007,5
USC,P10,21-12,18.67,110.5,91.9,65.2,-0.005,11.18,109.7,98.5,0.4,2008,6
USC,P10,22-13,18.26,110,91.8,63.7,-0.032,10.81,110.5,99.7,0.74,2009,10
USC,P10,16-14,10.63,96.7,86.1,62.2,-0.043,6.53,106.7,100.2,1.54,2010,
USC,P10,19-15,13.29,107.9,94.6,61.7,-0.05,7.56,107.8,100.2,2.66,2011,11
USC,P12,6-26,-4.69,91.2,95.9,59.8,-0.099,6.17,105.9,99.7,2.16,2012,
USC,P12,14-18,6.39,103.4,97,65.8,-0.014,9.18,106.9,97.7,5.31,2013,
USC,P12,11-21,1.53,103.5,102,68.4,-0.014,8.7,109.7,101,-0.45,2014,
USC,P12,12-20,1.46,101.6,100.1,68,-0.005,5.52,107,101.5,-4.71,2015,
USC,P12,21-13,14.25,113.9,99.7,71,-0.028,7.61,108.7,101.1,-1.65,2016,8
USC,P12,26-10,13.45,114.2,100.7,68.7,0.079,5.49,108.8,103.3,-3.37,2017,11
USC,P12,24-12,14.06,114.5,100.5,67.7,-0.017,5.12,108.2,103.1,1.37,2018,1
USC,P12,16-17,8.25,109.8,101.5,69.6,-0.096,3.68,105.6,101.9,-2.26,2019,
USC,P12,25-8,27.58,115.7,88.1,67,0.001,16.27,111.1,94.8,6.28,2021,6
USC,P12,26-8,14.14,109.8,95.6,66.2,0.06,5.14,104.8,99.7,-4.72,2022,7
USC,P12,22-11,14.85,112.3,97.5,68,0.013,7.6,107.2,99.6,1.15,2023,10
USC,P12,15-18,9.42,110.3,100.9,68,-0.042,10.74,111.6,100.8,6.29,2024,
USC 9*,P12,22-9,12.35,104.3,92,68.9,0.083,6.32,105.2,98.8,-1.48,2020,
SC Upstate,ASun,7-23,-12.15,93.7,105.8,63.4,-0.062,-1.21,102.9,104.1,8.17,2008,
SC Upstate,ASun,9-21,-11.44,93.4,104.8,62.6,-0.029,-2.03,102.1,104.1,7.64,2009,
SC Upstate,ASun,6-23,-11.63,92,103.6,65.1,-0.066,-1.83,100.9,102.8,8.14,2010,
SC Upstate,ASun,5-25,-16.44,92.6,109.1,63,0.016,0.14,102.8,102.7,8.13,2011,
SC Upstate,ASun,21-13,3.22,103.1,99.9,67,0.032,-0.63,103.6,104.2,1.07,2012,
SC Upstate,ASun,16-17,-2.37,103,105.3,64.9,-0.076,-4.87,100.5,105.4,2.46,2013,
SC Upstate,ASun,19-15,0.1,105,104.9,64.2,-0.059,-5.48,103.1,108.6,1.74,2014,
SC Upstate,ASun,24-12,-1.25,103.5,104.7,63.3,-0.025,-9.37,99.8,109.2,-7.74,2015,
SC Upstate,ASun,10-22,-16.03,100.6,116.6,66.2,0.007,-4.96,104.2,109.2,-3.06,2016,
SC Upstate,ASun,17-16,-6.89,104.2,111.1,68.4,0.016,-4.65,103.5,108.2,-1.08,2017,
SC Upstate,ASun,7-25,-19.77,105.2,125,69,-0.051,-3.44,103,106.4,1.76,2018,
SC Upstate,BSth,6-26,-18.1,93.3,111.4,68,-0.049,-3.01,103.6,106.6,-1.56,2019,
SC Upstate,BSth,13-20,-15.34,95.5,110.8,69.2,0.036,-6.31,100.4,106.7,1.57,2020,
SC Upstate,BSth,5-18,-14.75,94.8,109.5,68.3,-0.032,-2.37,100.6,103,7.84,2021,
SC Upstate,BSth,15-17,-8.05,102.2,110.3,68.6,0.067,-3.25,100.6,103.9,3.49,2022,
SC Upstate,BSth,16-16,-7.03,98.6,105.7,67.8,0.081,-3.25,103.7,106.9,2.05,2023,
SC Upstate,BSth,10-20,-9.86,100,109.9,67,0.02,-0.51,106.8,107.4,2.9,2024,
UT Arlington,Slnd,14-13,-2.73,97.8,100.5,62.2,0.007,-5.69,98,103.7,11.02,2003,
UT Arlington,Slnd,17-12,-4.64,103.9,108.5,65.4,0.024,-6.83,98.7,105.5,2.63,2004,
UT Arlington,Slnd,13-15,-8.94,96.9,105.9,68.4,0.012,-3.37,101.3,104.6,7.29,2005,
UT Arlington,Slnd,14-16,-2.86,102.5,105.3,66.2,-0.07,-1.85,102.3,104.1,5.98,2006,
UT Arlington,Slnd,13-17,-10.06,101.2,111.3,69.9,0.045,-5.15,100.6,105.7,-0.53,2007,
UT Arlington,Slnd,21-12,-2.31,101.3,103.6,68.6,0.045,-4.81,99.5,104.3,-5.9,2008,16
UT Arlington,Slnd,16-14,2.05,109.4,107.4,69,-0.105,-1.58,102,103.6,2.24,2009,
UT Arlington,Slnd,16-14,-7.73,95.9,103.6,70.9,0.011,-7.88,99,106.9,-13.85,2010,
UT Arlington,Slnd,13-16,-8.13,96.7,104.8,67.1,-0.072,-5.79,100.3,106.1,0.33,2011,
UT Arlington,Slnd,24-9,5.1,105.4,100.3,70.8,0.021,-5.69,99.4,105.1,-1.8,2012,8
UT Arlington,WAC,19-14,1.37,98.8,97.5,65.6,0.043,-1.35,101.9,103.2,-1.84,2013,
UT Arlington,SB,15-17,-4.42,105.9,110.3,68.2,0.059,-0.49,104.5,104.9,5.69,2014,
UT Arlington,SB,16-15,-2.41,103.4,105.9,69.6,0.023,-3.22,101.5,104.8,1.46,2015,
UT Arlington,SB,24-11,7.45,106.9,99.5,72.2,-0.036,-2.91,102,104.9,-2.05,2016,
UT Arlington,SB,27-9,9.8,110.6,100.8,70.6,0.038,-0.01,104,104,6.3,2017,6
UT Arlington,SB,21-13,3.37,105.5,102.1,72.8,0.009,-1.37,104.2,105.5,-1.2,2018,
UT Arlington,SB,17-16,1.45,101.3,99.9,66.3,0.038,1.15,105,103.9,5.43,2019,
UT Arlington,SB,14-18,3.87,102.3,98.4,67.7,-0.13,2.34,104.7,102.4,11.6,2020,
UT Arlington,SB,13-13,-7.87,98.2,106.1,69.2,0.051,-2.71,99.8,102.5,12.89,2021,
UT Arlington,SB,11-18,-4.28,97.7,102,65.2,-0.027,0.64,102.3,101.6,10.44,2022,
UT Arlington,WAC,11-21,-6.09,99.7,105.8,65.7,0.011,3.18,105.5,102.3,4.26,2023,
UT Arlington,WAC,20-14,4.91,109.1,104.2,71,0.018,1.53,106.1,104.6,9.66,2024,
UTRGV,WAC,8-22,-22.36,95.1,117.4,67.5,0.037,-4.42,102,106.5,-1.75,2016,
UTRGV,WAC,10-22,-12.02,100.9,112.9,73.9,-0.037,-2.8,102,104.8,-3,2017,
UTRGV,WAC,15-18,-8.47,99.3,107.8,73.7,0.064,-2.78,102,104.7,-2.47,2018,
UTRGV,WAC,20-17,-1.5,99.6,101.1,70.4,0.026,-2.13,102.8,104.9,-1.07,2019,
UTRGV,WAC,14-16,-7.32,98.7,106,70.4,-0.013,-3.2,101.5,104.7,4.75,2020,
UTRGV,WAC,9-10,-11.05,91.8,102.8,69.6,-0.05,-3.66,99.8,103.4,-1.17,2021,
UTRGV,WAC,8-23,-11.8,99.9,111.7,71.8,-0.071,-1.47,100.6,102,-0.31,2022,
UTRGV,WAC,15-17,-6.47,103.7,110.1,72.6,0.07,-0.27,105,105.2,-5.28,2023,
UTRGV,WAC,6-25,-16.43,95.3,111.8,71.2,-0.001,0.72,105.4,104.7,0.61,2024,
Utah,MWC,25-8,14.04,106.6,92.6,62.1,0.069,5.24,106.7,101.5,1.55,2003,9
Utah,MWC,24-9,14.13,110.1,96,58.8,0.064,4.45,106.8,102.3,-0.97,2004,11
Utah,MWC,29-6,20.33,113.1,92.7,59.1,0.032,3.6,105.9,102.3,-4.04,2005,6
Utah,MWC,14-15,2.47,104.8,102.4,60.2,-0.026,2.65,104.3,101.7,-2.09,2006,
Utah,MWC,11-19,1.63,113.7,112.1,61.2,-0.041,5.65,108,102.3,1.16,2007,
Utah,MWC,18-15,11.94,110.2,98.3,62.9,-0.111,5.24,106,100.8,2.23,2008,
Utah,MWC,24-10,17.8,110.8,92.9,65,0.013,7.29,107.9,100.6,6.96,2009,5
Utah,MWC,14-17,4.86,102.9,98,64.8,-0.063,4.05,105.4,101.3,-0.37,2010,
Utah,MWC,13-18,2.61,103.6,101,67.2,0.033,7.53,107.2,99.7,2.64,2011,
Utah,P12,6-25,-13.69,93.3,107,60.8,-0.01,5.41,106.1,100.7,-0.12,2012,
Utah,P12,15-18,5.13,104.7,99.5,60.9,-0.027,7.13,105.9,98.8,-5.28,2013,
Utah,P12,21-12,14.81,110.7,95.9,63.6,-0.052,5.51,107.8,102.3,-11.55,2014,5
Utah,P12,26-9,27.24,116.4,89.2,60.5,-0.054,8.19,108.8,100.6,0.6,2015,5
Utah,P12,27-9,16.79,115.6,98.8,65.3,0.112,9.79,109.8,100,1.9,2016,3
Utah,P12,20-12,14.2,113.5,99.3,68.7,-0.099,3.36,106,102.7,-6.19,2017,3
Utah,P12,23-12,12.99,111.8,98.9,65.6,0.031,6.31,109.1,102.7,-1.28,2018,2
Utah,P12,17-14,5.85,114.8,108.9,66.4,0.031,4.8,106.1,101.3,-0.8,2019,
Utah,P12,16-15,5.56,106.3,100.8,66.7,0.029,8.33,107.1,98.8,2.26,2020,
Utah,P12,12-13,15.78,112.7,97,67.6,-0.077,15.67,110.5,94.8,-5.46,2021,
Utah,P12,11-20,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,2022,
Utah,P12,17-15,11.46,107.3,95.8,66,-0.077,6.16,107,100.8,-4.05,2023,
Utah,P12,19-14,14.81,113.9,99.1,69.6,-0.035,10.25,111.5,101.3,5.7,2024,
Utah St,BW,22-9,7.41,107.1,99.7,61,0.003,-2,101.1,103.1,-0.07,2003,15
Utah St,BW,25-4,13.6,115.9,102.3,58.2,0.037,-3.05,101.4,104.4,-3.29,2004,
Utah St,BW,24-8,19.62,116,96.4,61.1,-0.094,-2.48,101.3,103.8,-4.48,2005,14
Utah St,WAC,23-9,10.86,113.4,102.6,60.9,0.026,1.59,102.8,101.2,-2.41,2006,12
Utah St,WAC,23-12,7.82,111.2,103.4,63.5,0.039,2.72,105.4,102.7,0.15,2007,6
Utah St,WAC,24-11,5.7,114.6,108.9,62.9,0.038,-3.25,101.8,105,-3.06,2008,7
Utah St,WAC,30-5,15.12,116.7,101.6,60,0.046,-0.47,103.2,103.6,-2.77,2009,11
Utah St,WAC,27-8,19.9,116,96.1,59.8,-0.026,1.81,105,103.2,0.16,2010,12
Utah St,WAC,30-4,19.32,111.2,91.8,62.4,0.033,-0.29,103.8,104.1,-2.4,2011,12
Utah St,WAC,21-16,4.24,107.9,103.7,61.9,-0.067,-2.04,102.8,104.8,-2.1,2012,
Utah St,WAC,21-10,5.53,109.7,104.2,60.6,0.024,-2.1,101.5,103.6,-3.04,2013,
Utah St,MWC,18-14,4.48,109.8,105.3,62.2,0.009,1.99,105.8,103.8,-5.53,2014,
Utah St,MWC,18-13,4.27,107.5,103.2,63.5,-0.022,-0.36,103.5,103.8,-1.26,2015,
Utah St,MWC,16-15,3.25,111.2,108,67,-0.032,1.89,104.8,102.9,-1.36,2016,
Utah St,MWC,15-17,2.42,106.9,104.5,66.6,-0.066,1.99,105.1,103.1,-0.45,2017,
Utah St,MWC,17-17,2.57,107.2,104.7,66.8,-0.014,2.74,106.7,103.9,-0.95,2018,
Utah St,MWC,28-7,15.41,112.6,97.2,68.1,0.012,0.02,104.5,104.4,0.81,2019,8
Utah St,MWC,20-9,15.34,104.8,89.5,68.6,-0.037,5.64,105.4,99.7,8.2,2021,11
Utah St,MWC,18-16,12.63,109.8,97.1,66.8,-0.133,4.59,104.8,100.2,3.3,2022,
Utah St,MWC,26-9,17.39,116.3,98.9,68.6,0.006,6.84,108.4,101.5,2.87,2023,10
Utah St,MWC,27-6,15.11,115.6,100.5,68.5,0.1,6.02,109.4,103.3,1.84,2024,8
Utah St. 11*,MWC,26-8,14.92,109.5,94.6,67.4,0.034,3.09,105,101.9,1.55,2020,
Utah Tech,WAC,14-19,1.34,107.7,106.4,68.4,-0.1,2.44,105.7,103.3,3.17,2023,
Utah Tech,WAC,11-20,-9.28,99.6,108.8,70.3,0.042,0.31,105.1,104.8,0.68,2024,
Utah Valley,ind,17-11,-2.01,104.1,106.2,60.5,-0.054,-9.8,97.9,107.7,-5.41,2009,
Utah Valley,GWC,12-18,-19.59,89.8,109.4,61.1,-0.027,-12.71,95.2,108,-2.87,2010,
Utah Valley,GWC,19-11,-8.02,100.8,108.8,65.3,0.011,-12.11,96.9,109.1,-4.53,2011,
Utah Valley,GWC,20-13,-6.71,99.5,106.2,64.6,0.044,-7.93,98.4,106.3,-3.11,2012,
Utah Valley,GWC,14-18,-12.58,98.8,111.4,62.8,-0.004,-7.32,97.9,105.2,-3.46,2013,
Utah Valley,WAC,20-12,-3.19,102.8,106,61.1,0.121,-4.5,103.1,107.6,-0.78,2014,7
Utah Valley,WAC,11-19,-16.1,92.9,109,61.9,0.007,-5.54,102.1,107.6,-0.53,2015,
Utah Valley,WAC,12-18,-10.71,99.6,110.3,74.2,-0.022,-4.19,102.2,106.4,0.52,2016,
Utah Valley,WAC,17-17,1.25,101,99.7,73,-0.085,-1.13,102.6,103.8,1.42,2017,
Utah Valley,WAC,23-11,7.78,110.8,103,68.1,-0.006,-1.94,102.4,104.4,1.28,2018,
Utah Valley,WAC,25-10,6.22,108.5,102.3,68.8,0.037,-2.03,103.9,105.9,-0.24,2019,
Utah Valley,WAC,11-19,-7.74,96.5,104.2,70.4,-0.092,-3.73,100.9,104.7,-0.71,2020,
Utah Valley,WAC,11-11,-3.75,100.5,104.3,70.2,0.007,0.6,103.2,102.6,12.48,2021,
Utah Valley,WAC,20-12,4.33,102.7,98.3,65.8,-0.011,-1.13,101.5,102.6,2.18,2022,
Utah Valley,WAC,28-9,12.63,107.9,95.3,70.1,0.036,3.2,106.5,103.3,4.6,2023,
Utah Valley,WAC,16-16,-0.58,99.9,100.5,67.6,0,1.51,106.3,104.8,7.21,2024,
Utah Valley St.,ind,16-12,-6.51,101.2,107.7,62.1,0.04,-8.49,98.4,106.9,-4.38,2005,
Utah Valley St.,ind,16-13,-6.37,101.8,108.2,59.3,-0.011,-8.52,99,107.5,-7.1,2006,
Utah Valley St.,ind,22-7,6.61,109.9,103.2,62.6,-0.01,-8.15,100.7,108.9,-2.42,2007,
Utah Valley St.,ind,15-14,-5.22,105,110.2,60.6,-0.045,-6.71,100.2,107,-0.53,2008,
UTEP,WAC,5-24,-15.62,93.4,109,66.3,-0.032,-0.68,101.3,102,-8.64,2003,
UTEP,WAC,24-8,14.69,112.5,97.8,68.2,0.046,4.31,104.2,99.9,-6.38,2004,13
UTEP,WAC,27-8,11.62,112.7,101.1,65.9,0.015,-0.68,102.2,102.9,-5.3,2005,11
UTEP,CUSA,21-10,9.13,103.7,94.6,62.1,-0.024,-0.23,101.4,101.6,-0.41,2006,9
UTEP,CUSA,14-17,2.68,103.7,101,72.1,-0.137,-1.32,102.5,103.9,-6.61,2007,
UTEP,CUSA,19-14,5.74,106.7,100.9,70.9,-0.013,1.46,103.6,102.2,-3.53,2008,
UTEP,CUSA,23-14,9.84,108.2,98.4,70.5,0.003,4.3,106,101.7,2.52,2009,
UTEP,CUSA,26-7,16.53,107.7,91.2,67.9,0.024,2.62,104.1,101.5,-4.26,2010,12
UTEP,CUSA,25-10,10.39,105,94.6,66.4,-0.009,0.3,103.7,103.4,-3.76,2011,5
UTEP,CUSA,15-17,2.55,102,99.4,61.4,-0.031,2.19,103.4,101.3,0.16,2012,
UTEP,CUSA,18-14,5.25,103.7,98.5,59.9,0,1.39,103.9,102.5,3.68,2013,
UTEP,CUSA,23-11,6.02,105.3,99.3,63,0.015,-2.23,104.1,106.3,-0.4,2014,
UTEP,CUSA,22-11,6.64,106.2,99.6,64.7,-0.004,-1.56,103.9,105.5,0.66,2015,6
UTEP,CUSA,19-14,-4.93,102.6,107.6,71.6,0.035,-6.52,102,108.5,-7.26,2016,
UTEP,CUSA,15-17,-2.93,99.7,102.7,66.3,-0.035,-3.51,102.9,106.4,-2.74,2017,
UTEP,CUSA,11-20,-6.49,98,104.5,67.6,-0.039,-1.14,104.3,105.4,-2.56,2018,
UTEP,CUSA,8-21,-11.31,90.1,101.4,68,-0.086,-2.55,102.2,104.7,-1.81,2019,
UTEP,CUSA,17-15,-1.28,96.9,98.2,67.5,-0.005,-0.61,101.7,102.4,1.55,2020,
UTEP,CUSA,12-12,3.09,103.3,100.2,67.8,-0.065,5.18,104,98.8,20.55,2021,
UTEP,CUSA,20-14,0.17,100.7,100.5,66.6,0.039,-1.69,102.1,103.8,-1.74,2022,
